method,K,actual_K,seed,classifier,accuracy,precision,recall,f1,pr_auc,fpr,fnr,train_time_s,inference_ms
RFE,4,4,42,DT,0.9829298474275284,0.5782754021163379,0.576485411672944,0.5562009792772012,0.5564439002296219,0.001735675695924793,0.4235145883270558,0.038823900002171285,5.28224327837179e-05
RFE,4,4,42,RF,0.9829655561705395,0.5897033462785938,0.5766297092106806,0.5566299079309467,0.5567013708262758,0.001731918919808819,0.42337029078931926,1.1567466000051354,0.0026937355877483964
RFE,4,4,42,XGB,0.9829655561705395,0.589573014275951,0.5766258602393732,0.5566388352872016,0.5567764354256234,0.001731919225279602,0.4233741397606267,1.5368128000045544,0.0008331698513792578
RFE,4,4,42,LGBM,0.9829710498233104,0.5948935405200253,0.5767367557203823,0.5568636838186538,0.5567697506714315,0.0017313521510283173,0.42326324427961753,0.769814100000076,0.001443218566339326
RFE,4,4,42,KNN,0.9435527177786964,0.33982272558609145,0.35537479378854603,0.32974124242388236,0.30136271287913147,0.006050434388074841,0.6446252062114538,0.08457179999822984,0.03809218816310007
RFE,4,4,42,MLP,0.9658500809627077,0.5583837461321217,0.5431194777560634,0.5288677106327655,0.5330875402729423,0.0056837556092640676,0.4568805222439364,45.62540739999531,0.0016570827605011439
RFE,4,4,52,DT,0.9828996323372883,0.5927693292759788,0.5766775711343268,0.5565395830890074,0.5564822084657711,0.0017388204760186421,0.42332242886567306,0.039547400003357325,5.318693664255618e-05
RFE,4,4,52,RF,0.9829847839552377,0.5930044028932792,0.5766912801491977,0.5566637509494968,0.5567248532546427,0.0017299865686619686,0.4233087198508022,1.117603799997596,0.0026485226881042593
RFE,4,4,52,XGB,0.9829943978475868,0.5784539980500154,0.5765549350246412,0.5563089560860199,0.5566843683178314,0.0017290469029256493,0.42344506497535866,1.4028447000018787,0.0008491092728770479
RFE,4,4,52,LGBM,0.9829820371288522,0.5971242933156022,0.5767719391138206,0.5568834976105874,0.556746601411489,0.0017302479503729742,0.42322806088617926,0.7968230999977095,0.001574536782068348
RFE,4,4,52,KNN,0.9434249903517723,0.33973912805401885,0.35502237421978633,0.3295962480111517,0.3015051257002378,0.006059801079189986,0.6449776257802134,0.08238129999517696,0.034562076628215144
